house_title	house_room	house_area	house_location	house_price
嘉洲豪园 2室2厅 488万	2室2厅	80.99平米	福田区	488万
丽湖方正两房满两年，税费少，正南向，采光通风好！	2室1厅	56.87平米	龙岗区	225万
此房南向 大两房，满五年税费少，装修保养的很好	2室2厅	60.83平米	福田区	395万
春风十里不如你，给她一个温暖的家	2室1厅	60.75平米	龙岗区	225万
莱蒙水榭春天5期，精装三房，业主诚心出售。	3室2厅	87.65平米	龙华区	736万
潜龙曼海宁花园南区 2室1厅 435万	2室1厅	69.2平米	龙华区	435万
骏皇嘉园 2室1厅 455万	2室1厅	66.26平米	福田区	455万
布吉阳光翠园  温馨朝南2房  满2年  朝南看花园	2室1厅	60.62平米	龙岗区	210万
住家精装小两房适合小年轻小两口的新婚之家	2室1厅	65.4平米	龙岗区	285万
金城华庭 2室1厅 400万	2室1厅	51.29平米	罗湖区	400万
带大平台大社区满五唯一 精装修红本保养好 可拎包入住	2室1厅	75.51平米	宝安区	388万
双地铁口西丽站，两房两厅，刚需过渡，通风，拎包入住	2室1厅	61.12平米	南山区	340万
美丽湾国际公寓精装修一改二两房满五年	2室1厅	43.52平米	南山区	305万
地铁桃源村站 正规两房 中高楼层  税费少 舒适居所	2室1厅	74.03平米	南山区	448万
东南向看花园 低楼层安静 采光通风好 业主诚售人很好	2室2厅	48.36平米	宝安区	265万
梅陇镇三期 三房户型 主卧和原阳台打通 客厅出阳台	3室2厅	89.83平米	龙华区	500万
布吉大芬地铁物业怡康家园高楼层精装修两房安静房龄新	2室1厅	50平米	龙岗区	230万
益田村大三房 视野开阔 户型方正 钥匙房	3室1厅	106.5平米	福田区	610万
大芬地地铁口新装2房，业主自住.南北通.采光佳	2室2厅	66.15平米	龙岗区	253万
星海名城一期六组团 2室2厅 490万	2室2厅	70.32平米	南山区	490万
香诗美林方正小三房 高楼层 视野开阔 免个人所得税	3室2厅	90.61平米	福田区	800万
满两年，通透看花园三房两卫经典户型，随时看房	3室2厅	87.42平米	龙岗区	550万
金亨利首府 4室2厅 830万	4室2厅	89.37平米	龙华区	830万
带装修，厅及卧室出阳台，满五年红本，楼层高，诚售。	2室2厅	81.91平米	龙岗区	420万
房子满五年， 户型方正，客厅带阳台朝南，位置安静	2室1厅	73.7平米	龙华区	310万
龙园山庄 2室2厅 285万	2室2厅	64.76平米	罗湖区	285万
前海生活区地铁口大两房，精装修，有花园，业主诚售	2室1厅	63.37平米	宝安区	365万
新天地名居，带花园小区，户型方正，适合居家	2室2厅	53.57平米	罗湖区	350万
嘉鑫阳光正规一房一厅 看山 近地铁车位充足 看房方便	1室1厅	39.98平米	福田区	270万
有钥匙，中间楼层，随时方便看房！业主诚心出售！	3室2厅	89.1平米	宝安区	620万
翠枫豪园 2室2厅 230万	2室2厅	60.27平米	龙岗区	230万
澳城花园   温馨精装四房两卫  厅出阳台   看小区花园	4室2厅	89.47平米	南山区	1350万
美丽365花园 方正两房 中间楼层 位置安静看花园	2室1厅	72.37平米	龙华区	315万
尚书苑大两房，地铁上的物业，红本在手，满五年	2室1厅	70.94平米	福田区	405万
东西通透三房两卫 使用率高 主卧15平	3室1厅	98.15平米	南山区	780万
此房南北通，户型方正，建议过渡性居家。	2室1厅	69.33平米	宝安区	335万
桃源盛景十六区 两居室 适合做婚房安静，总有适合你的	2室2厅	66平米	宝安区	350万
高档装修 满两年  东南向景观好	3室2厅	89.48平米	龙岗区	600万
中粮幸福花园 平面两房 精装修 通风采光好 满两年	2室1厅	43.7平米	宝安区	273万
地铁口 非毛坯 拎包入住 便利舒适 过渡优选	2室2厅	75.22平米	龙岗区	340万
原始两房可改三房 东向看小区安静 福田外国语	2室1厅	90.05平米	福田区	800万
六约北站 高层精装修 两房两厅 满两年 别墅小区洋房	2室1厅	72.64平米	龙岗区	285万
大运新城刚需小户型两房诚心出售	2室1厅	46.92平米	龙岗区	192万
端头位特殊户型，主卧朝花园，实用2房楼层好采光佳	2室1厅	49.72平米	南山区	435万
景观三房 采光通风好 带固定车位 精装修	3室2厅	97.09平米	福田区	620万
布吉大芬 秒到地铁口 标准3房 赠送大 高层西南采光好	3室1厅	64.41平米	龙岗区	280万
布吉中海怡瑞中间楼层 卧室出阳台正规三房 价格实在	3室1厅	83.32平米	龙岗区	315万
华润城 4房 教育生活配套完善 业主诚意出售	4室2厅	134.89平米	南山区	1190万
海岸城商圈东向安静 精装一房一厅  拎包就可入住	1室1厅	36.36平米	南山区	243万
"螺岭外国语,海珑华苑精装正规两房，高楼层随时看房。"	2室1厅	73.97平米	罗湖区	370万
精装修房，高楼层，视野好，二改三户型	2室1厅	73.58平米	南山区	645万
佳兆业两房， 红本，地铁1号线和6号线交汇处。	2室1厅	75.59平米	福田区	290万
合正荣悦大四房诚心出售有钥匙随时看房	4室1厅	85.67平米	罗湖区	980万
满五唯一高拓展三层复式 仅售一个月	3室2厅	51.88平米	宝安区	360万
丽廷豪苑 2室1厅 215万	2室1厅	63.06平米	龙岗区	215万
笋岗祥福雅居地铁口，满五唯一红本，朝南，户型方正，	1室1厅	42平米	罗湖区	220万
次新房看花园户型，主卧室客厅朝南，户型方正实用，	3室2厅	82.78平米	宝安区	448万
世纪华庭，满五年红本在手，通透户型两房，可改三房。	2室2厅	85.55平米	龙华区	320万
锦上花家园 2室1厅 293万	2室1厅	54.17平米	罗湖区	293万
瑞景华庭 2室1厅 340万	2室1厅	55.06平米	南山区	340万
盛世家园二期，正南89平3房，房间大安静，一手红本	3室2厅	88.87平米	福田区	665万
坐落宝体、单价4万、有钥匙、随时看房、地铁（1+11）	3室2厅	118.77平米	宝安区	485万
海珑华苑两房 朝南向 满两年 红本在手 诚心出售	2室2厅	71.46平米	罗湖区	380万
店长推荐：经典家园高层朝南两房，适合居家	2室1厅	56.29平米	罗湖区	372万
福田区  双地铁双口岸物业 地段 还是地段造就价值	2室1厅	67.43平米	福田区	320万
锦荟 正南向 高楼层 安静 满两年 景观无遮挡	3室2厅	89.26平米	龙岗区	390万
麒麟花园 高层两房 空置不吵 有钥匙随时可以看房	2室2厅	79.86平米	南山区	800万
楼层好 视野开阔 双阳台观景 红本在手	4室2厅	177.78平米	南山区	1850万
香山美墅三期 4+1房 大阳台 顶楼视野开阔 私密性好。	4室2厅	183.62平米	南山区	2200万
横岗信义锦绣 精装朝南两房 采光好配套成熟	2室2厅	64.64平米	龙岗区	288万
位置好，安静看花园，红本在手，满五年	3室2厅	90.99平米	福田区	520万
青年城邦园 2室1厅 310万	2室1厅	57.88平米	龙华区	310万
红本在手   业主急卖   诚心出售	3室1厅	127.21平米	福田区	1150万
满5唯一免个税，户型结构好居家舒适	3室2厅	87.37平米	龙华区	770万
天健时尚新天地精装小户型 厅出阳台 地铁口物业	1室1厅	39.02平米	福田区	298万
中海康城精装两房，满五年且唯一，看房方便，业主诚售	2室1厅	66.11平米	龙岗区	290万
房子五年红本唯一 地铁口 朝南四房送56平米 无增值税	4室2厅	82.75平米	龙岗区	500万
正南向平层大四房 几十万装修 看花园住的舒心舒服	4室2厅	136.06平米	龙岗区	620万
公园大地 精装两房 东南向 厅出阳台 满五年红本在手	2室1厅	78.51平米	龙岗区	435万
锦绣御园 单证大三房 精装 高楼层   随时看房	3室2厅	116.68平米	龙华区	580万
风临域 4室2厅 390万	4室2厅	88.28平米	龙岗区	390万
带飘窗2房已改3房 看花园安静 精装修 满五年唯一	2室2厅	84.79平米	福田区	450万
林海山庄 2室1厅 440万	2室1厅	77.28平米	福田区	440万
紫薇花园 3室2厅 365万	3室2厅	108.55平米	龙岗区	365万
深业双地铁物业，超高赠送，免个税。	3室1厅	122.45平米	宝安区	860万
海语山林 2室2厅 250万	2室2厅	77.95平米	大鹏新区	250万
汇龙天下  刚需两房  满五唯一  红本  费用少	2室1厅	58.59平米	龙岗区	230万
振业城上观，精装四房，高楼层，视野开扩	4室2厅	164.1平米	龙岗区	650万
桃源居大四房  总价低 满五年唯一	4室2厅	136.37平米	宝安区	525万
金色年华家园 2室1厅 320万	2室1厅	52.79平米	罗湖区	320万
双地铁口 满五 唯一 前海精装修看海景 方正三房	3室2厅	89.37平米	宝安区	600万
万科第五园八期 2室2厅 425万	2室2厅	77.98平米	龙岗区	425万
中城康桥花园一期 3室1厅 365万	3室1厅	102.32平米	龙岗区	365万
泰华大厦 4室2厅 430万	4室2厅	112.7平米	宝安区	430万
推荐 深中旁万科翰邻城满五家庭一套房精装修 品质小区	3室1厅	78.25平米	龙岗区	410万
深圳北商圈  潜龙鑫茂花园  两房 满五唯一	2室1厅	61.33平米	龙华区	348万
盛龙花园 2室2厅 260万	2室2厅	61.3平米	龙岗区	260万
金城华庭 精装修红本 螺岭区域诚心出售一居室	1室1厅	35.71平米	罗湖区	272万
南北两房，红本在手，过五年，业主自己住，	2室1厅	60.5平米	福田区	416万
2013新盘，使用率154%，可上学，装修精致可拎包入住	2室1厅	47.91平米	福田区	445万
庐山花园国贸地铁口一房 降价业主急售大空间视野好	1室1厅	49.12平米	罗湖区	190万
卡罗社区 前海辐射区 翻身地铁口 满五年税费少	2室2厅	68.56平米	宝安区	440万
黄贝岭北斗文锦口岸锦上花 一房厅出阳台诚心卖满两年	1室1厅	39.2平米	罗湖区	192万
畔山花园 中间楼层 户型实用 双阳台 业主诚心出售	3室2厅	88.96平米	罗湖区	390万
金色都汇 精装复试二居室 满两年 红本在手 户型方正	2室2厅	43.93平米	罗湖区	345万
布吉大芬地铁站和谐家园精装五房，房龄新南北通送家私	5室2厅	109.16平米	龙岗区	550万
中央悦城 5室2厅 570万	5室2厅	149.81平米	龙岗区	570万
公园景观、东南向、高楼层、价格便宜、户型方正、自住	3室2厅	96.17平米	福田区	468万
金地海景翠堤湾3加1房 海景房 精装修 满五年红本	4室2厅	130.74平米	福田区	900万
高层南向景观房，带车位，红本满五，无个税，精装修	4室2厅	119.97平米	福田区	938万
金丽豪苑 三房客厅出阳台 看翠竹山 诚售	3室1厅	106.95平米	罗湖区	650万
大运会馆 中海康城二期 税费少 户型方正 福安两房	2室2厅	72.96平米	龙岗区	298万
花好园高层  精装修拎包入住 诚心出售	2室1厅	59.9平米	福田区	430万
恒立听海花园 3室2厅 1390万	3室2厅	105.65平米	南山区	1390万
畔山花园 三房 满五年家庭唯一一套 红本在手 带花园	3室2厅	87.89平米	罗湖区	430万
"京隆苑 精装三房两厅,户型方正南北通，红本在手."	3室2厅	140.26平米	福田区	960万
花语岸高楼层南向大三房，业主诚心在卖。	3室2厅	100.47平米	龙岗区	420万
风采轩 电梯高层 三房两卫 户型方正	3室2厅	110.82平米	宝安区	660万
福田南品质安全小区，低税费居家两房	2室2厅	73.43平米	福田区	460万
米兰二季正规两房，带阳台，东南向无遮挡，满五年	2室1厅	62.6平米	南山区	460万
安静少有3房带露台 可以改4房 装修好 可直接入住	3室2厅	99.4平米	福田区	850万
槟城西岸 3室1厅 445万	3室1厅	54.69平米	宝安区	445万
中海康城国际一期 2室1厅 330万	2室1厅	73.54平米	龙岗区	330万
百仕达 三房双卫 楼层高采光通风好 地铁口物业	3室1厅	98.97平米	罗湖区	600万
金地鹭湖1号 3室2厅 395万	3室2厅	88.81平米	龙华区	395万
振业天峦 4室1厅 500万	4室1厅	123.68平米	龙岗区	500万
十二橡树庄园二期 5室1厅 936万	5室1厅	172.8平米	龙岗区	936万
横岗六约 大四房可改五房 红本在手 满五年 免个税	4室3厅	225.24平米	龙岗区	848万
金地大社区 电梯大四房 跃式使用大 带固定车位 近公园	4室2厅	173.21平米	福田区	1100万
精装修，110平实用面积，中间楼层满五唯一，红本在手	3室2厅	88.03平米	龙华区	750万
丽景城 3室2厅 570万	3室2厅	101.19平米	宝安区	570万
3房2卫 朝南带27平花园 免个税 看房方便 适合老人小孩	3室2厅	85.38平米	龙岗区	368万
和平广场业主急卖2房 满五年红本在手 看泳池花园 急卖	2室1厅	61.61平米	罗湖区	320万
御景华城两居室 一手业主诚售 面积大总价低	2室2厅	67.36平米	福田区	355万
海滨假日 朝南全新精装自住3房 满5红本 在深一套住宅	3室2厅	47.4平米	盐田区	275万
绿景新苑：地面花园东南向实用3房，看房方便业主诚卖	3室1厅	86.12平米	福田区	535万
中海康城阔气大复式，双层双客厅双阳台，奢华享受	4室3厅	262.81平米	龙岗区	1300万
宝体 金成时代家园3房89.39平 看花园安静 满五年	3室1厅	89.39平米	宝安区	570万
阳光天健城  业主自住三房出售	3室2厅	96平米	龙岗区	600万
布吉地铁站满庭芳花园 朝南两房 厅出阳台 满五年红本	2室1厅	69.74平米	龙岗区	305万
中环花园 龙华地铁口 居家4+1房 免个税 朝南位置安静	4室2厅	115.06平米	龙华区	405万
迷你新居 35平小两房 精装入住	2室1厅	35.28平米	福田区	210万
万科清林径，精装四房，南北向厅出阳台，正朝南	4室2厅	86.61平米	龙岗区	350万
高层南向两房 视野无遮挡 俯视整个皇岗公园 户型方正	2室1厅	60.43平米	福田区	370万
万象天成 精装大三房 高楼层视野开阔 业主诚心出售	3室1厅	114.43平米	龙岗区	400万
福田居家三加一房，满五唯一，看水库景观，依山傍水	3室2厅	97.08平米	福田区	605万
西城上筑花园 4室2厅 1056万	4室2厅	132.3平米	宝安区	1056万
精装大三房，南向安静住家，满五唯一税费少	3室2厅	96.42平米	福田区	590万
潜龙花园 满五年 深圳唯一  红本在手 69.21平两房两厅	2室1厅	69.12平米	龙华区	315万
中海康城  精装卧出台阳  安静2房 视野开阔	2室1厅	75.25平米	龙岗区	305万
富通好旺角 三房户型 满五年唯一住宅	3室2厅	93.75平米	宝安区	620万
可园南向三房 中间楼层 满五年唯一红本在手	3室1厅	84.33平米	龙岗区	450万
大社区 地面花园 带泳池 实用2房 看高尔夫景观	2室1厅	65.41平米	福田区	395万
福民大厦两房改三房 带双卫 新装修 生活便利	3室1厅	80.37平米	福田区	418万
翰岭院 3室2厅 590万	3室2厅	84.61平米	福田区	590万
大运新城 中海康城国际 精装三房 客厅出阳台 安静宜居	3室2厅	87.52平米	龙岗区	400万
使用面积达170平顶楼四层复式，视野开阔，采光通风好	4室2厅	129.74平米	南山区	1180万
满五年红本，东西通透双阳台，带固定车位	4室2厅	158.33平米	罗湖区	1250万
信义菁华园三居室 看花园 南北通透双阳台 满五唯一	3室1厅	96.6平米	龙岗区	480万
福田新洲绿景新美域南向3+1房满五唯一高层看花园安静	3室2厅	115.42平米	福田区	850万
龙岗实验龙城国际 通透3房 厅出阳台 户型房子 满二	4室2厅	142.22平米	龙岗区	645万
满五年唯一红本 税费少 业主诚心卖！	3室2厅	90.06平米	龙岗区	430万
桂芳园六期朝南三房 双阳台 大飘窗 满五年 红本在手	3室2厅	81.69平米	龙岗区	373万
深圳北商圈鑫茂A区高楼层大三房，满五唯一诚心出售	3室2厅	90.82平米	龙华区	520万
西乡正地铁口平面大六房，精装修，满五唯一，业主诚售	6室1厅	148.59平米	宝安区	960万
大运新城 中海康城 精装三房 安静看花园 满五年税少	3室1厅	114.33平米	龙岗区	450万
高层大三房，赠送一层露台，花园社区，满五唯一	3室1厅	116.19平米	福田区	950万
信义三期大三房满五年唯一  看房方便 诚卖	3室2厅	92.81平米	龙岗区	435万
满五唯一，红本在手，少税朝南，采光充足，视野宽阔	2室2厅	88.97平米	福田区	598万
皇岗 云顶翠峰大社区高层两房适合居家	2室1厅	78.93平米	福田区	530万
宝田雅苑 2室2厅 375万	2室2厅	72.15平米	宝安区	375万
满五手上只有一套房子，业主自己赎楼，费用少。	2室1厅	46.75平米	宝安区	275万
碧水龙庭全南两房 改好储物间 装修保养好	2室2厅	73.31平米	龙华区	405万
带中式风格的精装修，朝南，价格低	3室2厅	132.93平米	龙华区	730万
龙珠花园 精装两房 双地铁 花园小区 人车分流	2室1厅	58.47平米	龙岗区	220万
龙华清湖花半里 经典小三居 满五唯一少税 装修保养好	3室2厅	79.38平米	龙华区	375万
购物公园地铁口 高层南向三房 户型方正 通风采光好	3室2厅	125.28平米	福田区	1070万
布吉 南岭 求水山公园 原始两房 卧室朝南采光好 满五	2室2厅	60.53平米	龙岗区	200万
龙珠花园 2室1厅 255万	2室1厅	72.79平米	龙岗区	255万
一二楼复式，带两个花园，位置很安静	4室2厅	146.06平米	福田区	1180万
花语岸两房两厅 精装修 业主自己住 采光好	2室2厅	74.35平米	龙岗区	313万
满五唯一 东南朝向 少有户型在售 全部看后花园	2室1厅	88.69平米	福田区	770万
房子户型方正满五年！业主自住保养好！	3室1厅	80.41平米	福田区	520万
业主刚放盘诚心出售，满两年，中间楼层，户型好	3室1厅	88.87平米	龙华区	580万
金竹花园 中层三房二厅 正南向 近公园 近地铁！	3室2厅	92.4平米	福田区	580万
汇港名苑 地铁口 万科物业 满五唯一税少 卧室大 方正	2室1厅	51.22平米	福田区	305万
阳光棕榈园正规三房正南向，业主诚心出售，安静光亮	3室1厅	106.5平米	南山区	790万
向南瑞丰花园 地铁口 3房2厅 赠送面积大  装修新	3室2厅	63.07平米	南山区	520万
心语家园 2室1厅 390万	2室1厅	60.21平米	南山区	390万
民治 皓月花园 朝南 满五年唯一 业主自住看房方便	2室2厅	67.03平米	龙华区	360万
半岛城邦二期，南北通4房，客厅带阳台精装修看房方便	4室2厅	139.97平米	南山区	1410万
阳台朝南，楼下地铁11号线，前海宝安48栋写字楼最近房	3室2厅	94.6平米	宝安区	760万
沃尔玛旁三房，满五年唯一无欠款，高楼层视野好	3室2厅	84.64平米	南山区	685万
风和日丽三期大两房，正南朝向，满5年唯一。	2室2厅	78.05平米	龙华区	330万
红本在手，南向的三房，装修漂亮。	3室2厅	91.94平米	福田区	650万
金地梅陇镇二期 标准四房 厅出阳台 采光足	4室2厅	130.55平米	龙华区	730万
四季花城 电梯高层大三房，看泳池，装修保养好	3室2厅	111.97平米	龙岗区	550万
精装南向三房，全明格局，采光通风好，满五年税费少。	3室2厅	85.36平米	龙华区	498万
椰风海岸 3室1厅 735万	3室1厅	102.2平米	南山区	735万
凯旋城4+1房，厅出阳台看海景，满足99%的装修体验	4室1厅	156.54平米	宝安区	1280万
前海金岸 08年社区 方正三房 西南朝向采光好 满五唯一	3室2厅	86.35平米	南山区	595万
一村端头三房方厅 满五年 红本在手 随时看房 价格可谈	3室2厅	92.39平米	福田区	770万
百花公寓二期荔园+实验四房 业主诚售	4室2厅	145.69平米	福田区	1680万
华侨城锦绣花园二期 大平层 精装修 安静 通透 实用	4室1厅	193.33平米	南山区	1390万
11号线碧海湾地铁口 120平米大3房 满五唯一红本在手	3室2厅	123.71平米	宝安区	540万
地铁口无缝对接、精装5房、南北通透无遮挡	5室2厅	131.95平米	宝安区	1080万
园林式花园社区 红本在手 满五唯一 南北通透 采光好	3室2厅	99.89平米	福田区	700万
万科清林径二期 精装两房 高楼层 侧出阳台 采光佳 满5	2室2厅	79.2平米	龙岗区	266万
银信二期毛坯五房 使用率达110% 南北通透 看人民公园	5室1厅	119.39平米	龙岗区	520万
龙岗 家和盛世二期  四居室  满两年	4室2厅	87.25平米	龙岗区	525万
紫悦龙庭   单本证大5房   视野无遮挡 ，生活便利	5室2厅	136.2平米	龙岗区	600万
君悦龙庭四房 入户朝南看花园 满五年 看房方便	4室2厅	166.13平米	龙岗区	750万
满五年，南向四房，户型方正，近三年的装修，总价低	4室2厅	137.73平米	南山区	950万
深业紫麟山精装洋房看花园业主诚心出售	5室2厅	200.37平米	龙岗区	710万
少有资源 全海景 *装修 诚心售 业主偶尔度假住一次	5室3厅	229.4平米	福田区	2300万
紫麟山，湖景洋房，毛坯，一梯一户，满五少税，有钥匙	4室2厅	200.22平米	龙岗区	715万
南向双拼五房，客厅出大阳台，看房方便	5室2厅	131平米	龙岗区	550万
紫麟山，洋房，顶楼复式，毛坯，视野采光好	4室1厅	313平米	龙岗区	1100万
全盛紫云庭 少有在卖的复式房 使用率120㎡ 无增值税	4室2厅	89.8平米	龙岗区	480万
后海花园 4室2厅 680万	4室2厅	125.95平米	南山区	680万
后海花园 5室2厅 690万	5室2厅	126平米	南山区	690万
七号线大学城站 博林天瑞二期 品质小区 赠送多急卖	5室2厅	198.85平米	南山区	1450万
TCL雅馨居 正规一房一厅 满2年 免增值税 高楼层采光赞	1室1厅	31.17平米	罗湖区	178万
龙岗大运新城 满二少税 新装修50万安静看花园 乐城	4室2厅	121平米	龙岗区	585万
中海康城  滿二 毛坯5房 厅出阳台  业主诚售	5室2厅	213.08平米	龙岗区	860万
龙岗风临域，鸿基三期高拓版户型，视野开阔通风好	5室2厅	109.81平米	龙岗区	505万
莱蒙水榭春天三期 4室2厅 920万	4室2厅	142.82平米	龙华区	920万
中海康城大5房  8米长大阳台	4室2厅	240.07平米	龙岗区	850万
地铁口振业城 大四房双主卧 纯毛坯	4室2厅	227.22平米	龙岗区	800万
金地名峰 4室2厅 395万	4室2厅	89.39平米	龙岗区	395万
俊峰丽舍 3室1厅 590万	3室1厅	87.01平米	南山区	590万
天骄世家，正规3房2厅2卫，朝花园看泳池，满五唯一	3室2厅	96.31平米	宝安区	490万
金地鹭湖1号 3室2厅 406万	3室2厅	88.81平米	龙华区	406万
广兴源圣拿威 2室1厅 385万	2室1厅	55.74平米	宝安区	385万
蓝天绿都家园 2室1厅 325万	2室1厅	55.83平米	福田区	325万
星河时代花园 私家花园 大运体育馆旁 通透四房	4室1厅	132平米	龙岗区	555万
华侨城首地容御户型通透双阳台大四房高尔夫景观毛坯	4室2厅	195.64平米	南山区	1800万
7号线龙井站 简单装修两房 安静看花园	2室1厅	46.21平米	南山区	318万
圣源华庭 4室2厅 660万	4室2厅	118.97平米	宝安区	660万
万科城四期，带电梯，精装四房，南北向，满五年，红本	4室2厅	123.84平米	龙岗区	680万
东海花园 三房朝南 前无遮挡 业主免个税 东海附.小	3室1厅	138.21平米	福田区	1890万
嘉宝田花园朝南方正大三房 楼层高视野好 采光足	3室1厅	103.71平米	罗湖区	690万
金海丽名居 4室1厅 780万	4室1厅	136.17平米	福田区	780万
桐景花园聚宝12号楼，懂得请直接致电。	2室2厅	81.53平米	罗湖区	315万
懿花园方正实用三房，东南向，中间楼层，采光充足。	3室2厅	89.72平米	龙华区	410万
信义嘉御山毛坯东南向三房 钥匙房看房随时方便	3室2厅	87.51平米	龙岗区	520万
精装复式2房朝南带阳台 来福士广场 满5年红本在手	2室1厅	71平米	南山区	345万
正南朝向 满五年唯一 户型方正 客厅岀阳台 花园小区	2室1厅	59.08平米	龙岗区	245万
阳光明居 3室2厅 880万	3室2厅	125.15平米	罗湖区	880万
东方明珠城 2室2厅 260万	2室2厅	62.73平米	龙岗区	260万
大冲城市花园 一本证复式 北看塘朗 南看海景 红本在手	7室2厅	274.61平米	南山区	2475万
缤纷世纪   精装修两房  爱联地铁站   业主诚心出售	2室1厅	57.51平米	龙岗区	149万
梅林 碧华庭居55平两房，小区中间位置，看小区，安静	2室1厅	54.78平米	福田区	360万
与红树为邻的笋盘，温馨宜居家。	2室1厅	53.55平米	福田区	330万
广兴源圣拿威 2室2厅 380万	2室2厅	54.09平米	宝安区	380万
凯旋豪庭客厅房间全南朝向，近莲花山公园，红本在手！	2室1厅	66.64平米	福田区	480万
附带家私家电出售，自住标准，从未入住，艺术漆墙面	4室2厅	89.34平米	龙华区	650万
绿景虹湾 2室1厅 430万	2室1厅	51.42平米	福田区	430万
中兆花园 3室1厅 260万	3室1厅	63.26平米	龙岗区	260万
绿景新洋房 2室2厅 465万	2室2厅	69.71平米	福田区	465万
7号线桃源村站满五唯一红本中间楼层朝南三房	3室1厅	70.49平米	南山区	400万
品牌开发商，鸿荣源物业，满五年，赠送露台	2室2厅	74.64平米	宝安区	562万
园东花园三房两卫大三房，红本在手底价急售，有匙即看	3室1厅	96.52平米	福田区	675万
经典户型，精装，南向，看房方便，拎包即可入住！！	2室2厅	57.95平米	福田区	455万
深华公寓 满五年唯一 总价低户型方正业主十分诚心出售	1室0厅	42.87平米	福田区	170万
龙城广场地铁 小区环境优美 城南雅筑 赠送43平大露台	2室1厅	50.93平米	龙岗区	208万
长安花园 有钥匙 红本在手 精装修 采光好带百花和实验	3室1厅	98.3平米	福田区	880万
满两年，赠送97平花园，精装修，看房随时方便	3室1厅	89.79平米	南山区	1500万
丹竹头地铁口 英郡年华 车位充足 阳台大 适合刚需	2室2厅	67.35平米	龙岗区	286万
金地上塘道二期 4室2厅 540万	4室2厅	86.04平米	龙华区	540万
清湖地铁口全新花园小区 保利集团开发 商 业配套成熟	3室1厅	78.81平米	龙华区	380万
宝田雅苑 2室1厅 265万	2室1厅	51.02平米	宝安区	265万
万象新园 2室1厅 430万	2室1厅	62.9平米	南山区	430万
迷你新居精装两房户型好价位低适合居家	2室1厅	35.4平米	福田区	218万
玉湖湾东南向小三房，采光好，视野无遮挡	3室2厅	75.43平米	宝安区	525万
瑞景华庭正规两房，安静不吵，南山实验南海初中.	2室1厅	60.14平米	南山区	358万
高层 东南向 105平大三房 低于市场价20W 随时看房！！	3室1厅	105.51平米	罗湖区	395万
朗钜御风庭 1室1厅 217万	1室1厅	44.54平米	罗湖区	217万
诺德假日两房朝小区安静东南前方无遮挡看大南山	2室1厅	66.38平米	南山区	540万
优质两房，南北通透户型，已改好三房	3室1厅	65.88平米	龙岗区	260万
莲花山旁 近地铁 凯旋豪庭南向两房业主诚心出售	2室1厅	66.67平米	福田区	510万
近双地铁，2017年新小区，滨海小城，看海看花园，安静	2室2厅	63.96平米	宝安区	408万
满五年，红本在手，地铁口物业。	3室2厅	99.43平米	龙华区	435万
格局方正 装修精良的正规三房 交通方便 生活配套完善	3室1厅	91.6平米	福田区	520万
诺德假日花园 2室1厅 420万	2室1厅	49.16平米	南山区	420万
11年次新房 南向复式 采光好看花园 满2年过户	2室2厅	57.97平米	福田区	410万
80后街 东向厅出阳台 户型方正 看房方便	2室1厅	54.41平米	龙岗区	235万
龙岗河景观  幽静2房可改3房  客厅舒适 东南朝向	2室2厅	87.29平米	龙岗区	273万
前海宝体，欢乐海岸120平双通透三房，2年，税少急卖！	3室2厅	120.63平米	宝安区	815万
桃源村三期 3室2厅 490万	3室2厅	89.28平米	南山区	490万
蜜园 精装二房 送露台 诚心卖！	2室1厅	57.76平米	福田区	390万
汇鑫花园 精装两房 客厅出阳台 看花园 业主诚心出售	2室1厅	67.44平米	罗湖区	380万
可园五期 端头位复式四房 高层采光通风好 清爽干净	4室2厅	98.04平米	龙岗区	560万
布吉地铁站 龙珠花园 满五年 正规两房 明厨明卫	2室1厅	58.47平米	龙岗区	205万
万豪御景苑 2室1厅 271万	2室1厅	34.96平米	南山区	271万
高楼层方正大三房，满五年红本钥匙在手	3室2厅	105平米	南山区	600万
客厅正出阳台，一手业主，东南向，看花园。楼层好	4室2厅	147.43平米	龙岗区	780万
万科公园里四期，南向看公园，中高楼层，17年的新楼盘	3室1厅	88.97平米	龙岗区	435万
万科公园6号 3室1厅 410万	3室1厅	88.97平米	龙岗区	410万
万科物业 精品装修 经典三房 看小区公园景观	3室1厅	85.78平米	龙岗区	435万
万科金域蓝湾一期 3室2厅 800万	3室2厅	91.34平米	福田区	800万
东方明珠城2房户型 餐厅可改一个房间	2室1厅	70.36平米	龙岗区	267万
环岛丽园 2室1厅 480万	2室1厅	71.94平米	罗湖区	480万
桐林公寓 2室1厅 375万	2室1厅	62.97平米	福田区	375万
佳兆业城市广场一期 3室1厅 500万	3室1厅	89.09平米	龙岗区	500万
佳兆业城市广场一期 精装南向户型 看花园 满二年	3室1厅	89.05平米	龙岗区	455万
双地/铁 大花园 惟一东南向三房 高楼层看海 精致装修	3室1厅	64.63平米	宝安区	420万
大运新城 水晶之城 精装修两房 朝南  看花园	2室1厅	68.12平米	龙岗区	237万
皇御苑四期 2室2厅 420万	2室2厅	57.11平米	福田区	420万
7号线沙尾地铁口物业，高层南向住家两房	2室1厅	71.17平米	福田区	420万
